ML Catalog #,Format,Scientific Name,Common Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,State,County,Locality,Latitude,Longitude,Elevation (m),Age/Sex,Behaviors,Playback,Collected,Specimen ID,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed?,Air Temp,Water Temp,Comments,Observation Details,Class,Order,Family,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2 Display Name,Recordist 2 Profile URL,Average Community Rating,Number of Ratings,Asset State,Asset Tags,Contributor Profile URL,Original Image Height,Original Image Width,Specimen Page URL,eBird Checklist URL,ebird Species URL
69516541,Photo,Cyanocitta stelleri,Steller's Jay,,Jon Pleizier,10/29/16,2016,10,29,1530,United States,California,Los Angeles,Chilao--Visitor Center,34.3267,-118.0047,,Unknown,,Not Used,,,,,,,S32417991,,,,,,,,,Cyanocitta stelleri,stejay,Species,18816,,,4.5,2,committed,,https://ebird.org/profile/MTk2NDkx,3456,5184,https://macaulaylibrary.org/asset/69516541,https://ebird.org/view/checklist/S32417991,https://ebird.org/species/stejay
41941681,Photo,Cyanocitta stelleri,Steller's Jay,,John F. Gatchet,12/4/16,2016,12,4,802,United States,Washington,Clallam,Neah Bay--general area (*move to more refined location if appropriate),48.3524,-124.6418,,Unknown,,Not Used,,,,,,,S32872319,,,,Steller's Jay,,,,,Cyanocitta stelleri,stejay,Species,18816,,,4.5,2,committed,,https://ebird.org/profile/MjkxMjgz,1538,2301,https://macaulaylibrary.org/asset/41941681,https://ebird.org/view/checklist/S32872319,https://ebird.org/species/stejay
41403611,Photo,Cyanocitta stelleri [diademata Group],Steller's Jay (Interior),,James Nelson,10/22/16,2016,10,22,1315,United States,Colorado,Larimer,"Prospect Park Home, Estes Park",40.3627,-105.5331,,Adult,,Not Used,,,,,,,S32161903,,,,,,,,,Cyanocitta stelleri,stejay2,Group,18824,,,4.5,2,committed,,https://ebird.org/profile/NDg2Ng,1188,1493,https://macaulaylibrary.org/asset/41403611,https://ebird.org/view/checklist/S32161903,https://ebird.org/species/stejay
41303311,Photo,Cyanocitta stelleri [coronata Group],Steller's Jay (Central American),,Alfonso Auerbach,11/29/16,2016,11,29,815,Honduras,Francisco Morazán,,Parque Aurora,14.294,-87.4064,,Adult,,Not Used,,,,,,,S32782524,,,,,Parque Aurora es el lugar donde veo esta ave mas cerca de la tierra,,,,Cyanocitta stelleri,stejay3,Group,18825,,,4.5,2,committed,,https://ebird.org/profile/NTM4NDU4,3888,5184,https://macaulaylibrary.org/asset/41303311,https://ebird.org/view/checklist/S32782524,https://ebird.org/species/stejay
40272331,Photo,Cyanocitta stelleri,Steller's Jay,,Bob Morrison,11/18/16,2016,11,18,930,United States,Nevada,Clark,US-NV-Las Vegas-Toiyabe National Forest - 36.2484x-115.6372,36.2484,-115.6372,,Unknown,,Not Used,,,,,,,S32609816,,,,,,,,,Cyanocitta stelleri,stejay,Species,18816,,,4.5,2,committed,,https://ebird.org/profile/Nzg5NTIy,2364,2531,https://macaulaylibrary.org/asset/40272331,https://ebird.org/view/checklist/S32609816,https://ebird.org/species/stejay
37821031,Photo,Cyanocitta stelleri,Steller's Jay,,Nate Gowan,10/19/16,2016,10,19,1345,United States,New Mexico,Sandoval,Battleship Rock Picnic Ground,35.8297,-106.6438,,Unknown,,Not Used,,,,,,,S32127980,,,,,,,,,Cyanocitta stelleri,stejay,Species,18816,,,4.5,2,committed,,https://ebird.org/profile/MzIxMTE4,4000,6000,https://macaulaylibrary.org/asset/37821031,https://ebird.org/view/checklist/S32127980,https://ebird.org/species/stejay
35036731,Photo,Cyanocitta stelleri,Steller's Jay,,lynda fenneman,9/11/16,2016,9,11,1730,United States,California,Mono,Rock Creek Rd. (MNO Co.),37.502,-118.714,,Unknown,,Not Used,,,,,,,S31574717,,,,,,,,,Cyanocitta stelleri,stejay,Species,20187,,,4.5,2,committed,,https://ebird.org/profile/MTgxMTMy,2244,2790,https://macaulaylibrary.org/asset/35036731,https://ebird.org/view/checklist/S31574717,https://ebird.org/species/stejay
46487791,Photo,Cyanocitta stelleri [stelleri Group],Steller's Jay (Coastal),,Nigel Voaden,5/6/15,2015,5,6,1500,United States,California,Los Angeles,Angeles NF--Devil's Canyon,34.3334,-117.9914,,Unknown,,Not Used,,,,,,,S23309039,,,,,,,,,Cyanocitta stelleri,stejay1,Group,20188,,,4.866666667,15,committed,,https://ebird.org/profile/NDUxNTMz,1080,1620,https://macaulaylibrary.org/asset/46487791,https://ebird.org/view/checklist/S23309039,https://ebird.org/species/stejay
35711451,Photo,Cyanocitta stelleri,Steller's Jay,,Matt Davis,5/6/15,2015,5,6,700,United States,Nevada,Douglas,Spooner Lake State Park,39.107,-119.9096,,Unknown,,Not Used,,,,,,,S23277317,,,,,,,,,Cyanocitta stelleri,stejay,Species,18816,,,4.8,5,committed,,,3393,4797,https://macaulaylibrary.org/asset/35711451,https://ebird.org/view/checklist/S23277317,https://ebird.org/species/stejay
84398541,Photo,Cyanocitta stelleri,Steller's Jay,,Dale Pate,3/6/15,2015,3,6,1000,United States,Colorado,Larimer,Rocky Mtn. NP - Glacier Gorge Area,40.3063,-105.6402,,Unknown,,Not Used,,,,,,,S42447198,,,,,,,,,Cyanocitta stelleri,stejay,Species,18816,,,4.5,4,committed,,https://ebird.org/profile/NjA1NTA5,2880,4023,https://macaulaylibrary.org/asset/84398541,https://ebird.org/view/checklist/S42447198,https://ebird.org/species/stejay
46586131,Photo,Cyanocitta stelleri [diademata Group],Steller's Jay (Interior),,Nigel Voaden,4/22/15,2015,4,22,945,United States,Colorado,Delta,Grand Mesa--Visitor Center and Island Lake area,39.0404,-107.9877,,Unknown,,Not Used,,,,,,,S23003631,,,,,,,,,Cyanocitta stelleri,stejay2,Group,18824,,,4.2,5,committed,,https://ebird.org/profile/NDUxNTMz,1080,1620,https://macaulaylibrary.org/asset/46586131,https://ebird.org/view/checklist/S23003631,https://ebird.org/species/stejay
46648741,Photo,Cyanocitta stelleri [coronata Group],Steller's Jay (Central American),,Nigel Voaden,3/19/15,2015,3,19,1500,Mexico,Chiapas,,Microondas Huitepec,16.738,-92.6872,,Unknown,,Not Used,,,,,,,S22430623,,,,,,,,,Cyanocitta stelleri,stejay3,Group,20198,,,4.666666667,3,committed,,https://ebird.org/profile/NDUxNTMz,1080,1620,https://macaulaylibrary.org/asset/46648741,https://ebird.org/view/checklist/S22430623,https://ebird.org/species/stejay
48873131,Photo,Cyanocitta stelleri,Steller's Jay,,Blair Bernson,1/16/15,2015,1,16,1115,United States,Washington,Snohomish,Edmonds Marsh,47.8085,-122.3865,,Unknown,,Not Used,,,,,,,S21369399,,,,,,,,,Cyanocitta stelleri,stejay,Species,18816,,,4.25,4,committed,,https://ebird.org/profile/MjkyMDk2,2400,2888,https://macaulaylibrary.org/asset/48873131,https://ebird.org/view/checklist/S21369399,https://ebird.org/species/stejay
71603171,Photo,Cyanocitta stelleri,Steller's Jay,,Anonymous eBirder,8/15/15,2015,8,15,0,Canada,Alberta,Banff,Banff National Park--Lake Louise,51.4166,-116.2163,,Unknown,,Not Used,,,,,,,S39855729,,,,,,,,,Cyanocitta stelleri,stejay,Species,18816,,,3.8,5,committed,,,1739,2433,https://macaulaylibrary.org/asset/71603171,https://ebird.org/view/checklist/S39855729,https://ebird.org/species/stejay
44626931,Photo,Cyanocitta stelleri [diademata Group],Steller's Jay (Interior),,Jonathan Layman,7/22/15,2015,7,22,1210,United States,Colorado,Larimer,Rocky Mountain NP--Endovalley--Alluvial Fan/Fan Lake area,40.4103,-105.6351,,Unknown,,Not Used,,,,,,,S24348643,,,,,"Very entertaining to watch.
<a href=""https://www.flickr.com/photos/69899481@N05/20086719005/in/dateposted-public/"" title=""Crazy Steller's Jay""><img src=""https://farm1.staticflickr.com/276/20086719005_f32503fdde_k.jpg"" alt=""Crazy Steller's Jay"" /></a>
<a href=""https://www.flickr.com/photos/69899481@N05/19465710873/in/dateposted-public/"" title=""Steller's Jay""><img src=""https://farm1.staticflickr.com/553/19465710873_3114db4bd8_k.jpg"" alt=""Steller's Jay"" /></a>
<a href=""https://www.flickr.com/photos/69899481@N05/19898604758/in/dateposted-public/"" title=""Steller's Jay""><img src=""https://farm1.staticflickr.com/396/19898604758_de214df3b9_k.jpg"" alt=""Steller's Jay"" /></a>
<a href=""https://www.flickr.com/photos/69899481@N05/19464052974/in/dateposted-public/"" title=""Inquisitive Steller's Jay""><img src=""https://farm4.staticflickr.com/3705/19464052974_6ab821a68c_k.jpg"" alt=""Inquisitive Steller's Jay"" /></a>
<a href=""https://www.flickr.com/photos/69899481@N05/19464051544/in/dateposted-public/"" title=""Steller's Jay""><img src=""https://farm1.staticflickr.com/556/19464051544_0cb8c76c84_k.jpg"" alt=""Steller's Jay"" /></a>",,,,Cyanocitta stelleri,stejay2,Group,18824,,,3.8,5,committed,,https://ebird.org/profile/Mjc5NTY0,2637,3847,https://macaulaylibrary.org/asset/44626931,https://ebird.org/view/checklist/S24348643,https://ebird.org/species/stejay
33156951,Photo,Cyanocitta stelleri,Steller's Jay,,Marc North,12/7/15,2015,12,7,1100,United States,California,Riverside,Idyllwild Nature Center,33.7478,-116.7226,,Unknown,,Not Used,,,,,,,S26171594,,,,,,,,,Cyanocitta stelleri,stejay,Species,18816,,,4,4,committed,,https://ebird.org/profile/MzM1NTI1,3075,4062,https://macaulaylibrary.org/asset/33156951,https://ebird.org/view/checklist/S26171594,https://ebird.org/species/stejay
69351971,Photo,Cyanocitta stelleri,Steller's Jay,,Nicole Desnoyers,7/26/15,2015,7,26,1159,United States,California,Los Angeles,Grassy Hollow,34.375,-117.721,,Unknown,,Not Used,,,,,,,S24409790,,,,,,,,,Cyanocitta stelleri,stejay,Species,18816,,,4.333333333,3,committed,,https://ebird.org/profile/MjE2MjA4,2169,3254,https://macaulaylibrary.org/asset/69351971,https://ebird.org/view/checklist/S24409790,https://ebird.org/species/stejay
